Protocolo_S2iD,Nome_Municipio,Sigla_UF,regiao,Data_Registro,Data_Evento,Cod_Cobrade,tipologia,descricao_tipologia,grupo_de_desastre,Cod_IBGE_Mun,Setores Censitários,Status,DH_Descricao,DH_MORTOS,DH_FERIDOS,DH_ENFERMOS,DH_DESABRIGADOS,DH_DESALOJADOS,DH_DESAPARECIDOS,DH_AFETADOS_SECA_ESTIAGEM,DH_total_danos_humanos_diretos,DH_OUTROS AFETADOS,DM_Descricao,DM_Uni Habita Danificadas,DM_Uni Habita Destruidas,DM_Uni Habita Valor,DM_Inst Saúde Danificadas,DM_Inst Saúde Destruidas,DM_Inst Saúde Valor,DM_Inst Ensino Danificadas,DM_Inst Ensino Destruidas,DM_Inst Ensino Valor,DM_Inst Serviços Danificadas,DM_Inst Serviços Destruidas,DM_Inst Serviços Valor,DM_Inst Comuni Danificadas,DM_Inst Comuni Destruidas,DM_Inst Comuni Valor,DM_Obras de Infra Danificadas,DM_Obras de Infra Destruidas,DM_Obras de Infra Valor,DM_total_danos_materiais,DA_Descricao,DA_Polui/cont da água,DA_Polui/cont do ar,DA_Polui/cont do solo,DA_Dimi/exauri hídrico,DA_Incêndi parques/APA's/APP's,PEPL_Descricao,PEPL_Assis_méd e emergên(R$),PEPL_Abast de água pot(R$),PEPL_sist de esgotos sanit(R$),PEPL_Sis limp e rec lixo (R$),PEPL_Sis cont pragas (R$),PEPL_distrib energia (R$),PEPL_Telecomunicações (R$),PEPL_Tran loc/reg/l_curso (R$),PEPL_Distrib combustíveis(R$),PEPL_Segurança pública (R$),PEPL_Ensino (R$),PEPL_total_publico,PEPR_Descricao,PEPR_Agricultura (R$),PEPR_Pecuária (R$),PEPR_Indústria (R$),PEPR_Comércio (R$),PEPR_Serviços (R$),PEPR_total_privado,PE_PLePR
MS-F-5004106-13322-20210702,Guia Lopes da Laguna,MS,Centro-oeste,08/07/2021,08/07/2021,13322,"10,00",Onda de Frio,Climatológico,5004106,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
PB-A-2513208-14110-20100715,Santa Cruz,PB,Nordeste,15/07/2010,15/07/2010,14110,"4,00",Estiagem e Seca,Climatológico,2513208,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","3239,75","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3239,75",,"8983,90","0,00","0,00","0,00","0,00","8983,90","12223,65"
SC-F-4209177-14110-20140214,Jupiá,SC,Sul,14/02/2014,14/02/2014,14110,"4,00",Estiagem e Seca,Climatológico,4209177,,Registro,"Com a estiagem, houve a necessidade de mudanças de hábitos, que levaram a população a economizar água que veio a faltar para o abastecimento especialmente a área rural, tanto para consumo humano como para os animais, verificou-se o aumento de casos na área de saúde associados ao forte calor e a baixa umidade.",0,0,0,0,0,0,2,2,2,"Os danos são compostos pela mobilização de toda estrutura da prefeitura ligado ao Departamento Municipal de estradas e Rodagens e ao Departamento da Agricultura, que tiveram que deixar de executar seus trabalhos normais e se dedicar exclusivamente ao abastecimento de água especialmente no interior do Município, junto as propriedades rurais, sendo distribuído água por meio de caminhão pipa, distribuidores de tração a trator, abertura de fontes de água, limpeza e outros inúmeros trabalhos.",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"643060,41","643060,41","Com a diminuição da água potável, captada através de fontes naturais muitas propriedades rurais passaram a consumir água imprópria para consumo tanto animal como humano, onde mais de 40% das propriedades exigiu imediata atenção do poder público. Com a esperada chuva que poderá amenizar a falta de água porém não os prejuízos econômicos, a situação de verá voltar a normalidade.",,,,,,"Com as condições adversas do clima, a saúde registrou diversos casos de atendimento junto a Unidade Básica de Saúde que são em razão do forte calor e a baixa umidade, que estão sendo tratados e solucionados no Município. Quanto ao abastecimento de água as despesas são grandes, devidos o transporte de água que se estende durante as 24 horas do dia, além da mobilidade de todas estrutura de máquinas e equipamentos junto as propriedades rurais.","42870,69","600189,71","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","643060,41"," A agricultura teve destaque nos prejuízos dado a quebra na safra agrícola especialmente na produção de soja e milho, bem como na produção de leite, que teve diminuição drástica na sua produção, que deverá afetar ainda no futuro as receitas municipais, pela diminuição do retorno do ICMS.","15754979,96","1521909,63","0,00","0,00","0,00","17276889,59","17919950,00"
PE-D-2614808-14110-19980526,Tacaratu,PE,Nordeste,26/05/1998,26/05/1998,14110,"4,00",Estiagem e Seca,Climatológico,2614808,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
MG-F-3138682-14120-20190524,Luislândia,MG,Sudeste,24/05/2019,24/05/2019,14120,"4,00",Estiagem e Seca,Climatológico,3138682,"313868205000003, 313868205000004, 313868225000003, 313868205000006, 313868225000002, 313868205000005, 313868205000009",Reconhecido,"Toda população da zona rural foi atingida pela estiagem 3.411 pessoas segundo IBGE (senso 2010). Hoje 2.111 pessoas necessita de
abastecimento de água potável para consumo humano, o município esta atendendo de forma satisfatória apenas 985 pessoas, devido isso
necessita de ajuda do Estado para abastecimento das famílias excedentes. A magnitude do evento causou grandes perdas na agricultura e
pecuária que hoje é principal renda e meio de subsistência da população.",0,0,0,0,0,0,3411,3411,3411,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00","Devido o pouco volume de precipitação pluviométrica ocorrida no município, a situação encontra-se critica devido a diminuição das águas
dos córregos e barragens que são responsáveis pelo abastecimento das comunidades afetadas, a mesma está impropria para consumo.
",,,,,,"A prefeitura estima ter um gasto de aproximadamente R$55.425,00 com a contratação de 02 caminhões pipas para abastecimento as
comunidades rurais das áreas afetadas.","0,00","87175,68","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","87175,68","Com as poucas chuvas teve um numero muito grande na perca das plantações como: milho, feijão,mandioca, sorgo e cana de açúcar, visto
que a economia do município é baseada na agricultura familiar, já na pecuária ouve redução de carne e no leite, pois falta pastagem para
alimentação dos animais.","2079366,04","3711820,08","0,00","0,00","0,00","5791186,11","5878361,79"
PI-F-2208403-13214-20200306,Piripiri,PI,Nordeste,09/03/2020,09/03/2020,13214,"13,00",Chuvas Intensas,Hidrológico,2208403,"220840305000010, 220840305000011, 220840305000013, 220840305000012, 220840305000003, 220840305000002, 220840305000014, 220840305000015, 220840305000050, 220840305000090, 220840305000016, 220840305000021, 220840305000026, 220840305000027, 220840305000028, 220840305000032, 220840305000092, 220840305000033, 220840305000093, 220840305000031, 220840305000030, 220840305000036, 220840305000038, 220840305000039, 220840305000001, 220840305000089, 220840305000007, 220840305000029, 220840305000046, 220840305000049, 220840305000020, 220840305000024, 220840305000023, 220840305000022, 220840305000091, 220840305000087, 220840305000048, 220840305000047, 220840305000044, 220840305000094, 220840305000043, 220840305000042, 220840305000051, 220840305000041, 220840305000040, 220840305000025, 220840305000004, 220840305000006",Reconhecido,"o desastre danos diversos na comunidade local, deixando vitimas de ferimentos, desabrigadas, residencia destruídas. ",1,82,0,226,219,0,0,528,2112,"FORAM IDENTIFICADA 689 RESIDENCIAS DESTRUIDAS PARCIALMENTE E SEM CONDIÇÕES DE HABITAÇÃO, ESTIMADA EM 40 MIL CADA UNIDADE HABITACIONAL, NÃO SENDO NO PRESENTE MOMENTO APRESENTAR LAUDO DE CADA UNIDADE HABITACIONAL.
28 logradouros PÚBLICOS SEM  INTRAFEGÁVEL PARCIALMENTE 
12 ESTRADAS DE LOCALIDADE RURAIS INTRAFEGÁVEL 
",689,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",59,59,"3402922,25","3402922,25",,,,,,,"ASSISTÊNCIA MEDICA: ATENDIMENTO DE PREVENÇÃO ÁS FAMILIAS ATINGIDAS 
ABASTECIMENTO DE AGUA: ROMPIMENTO DO SISTEMA DE ABASTECIMENTO DE AGUA 
LIMPEZA PUBLICA: VOLUME IMENSO DE ENTULHOS E LAMA NAS VIAS PUBLICAS E RESIDENCIAS","0,00","0,00","0,00","406366,66","0,00","0,00","0,00","0,00","0,00","0,00","0,00","406366,66",,"0,00","0,00","0,00","0,00","0,00","0,00","406366,66"
CE-F-2313401-13214-20190312,Tianguá,CE,Nordeste,20/03/2019,12/03/2019,13214,"13,00",Chuvas Intensas,Hidrológico,2313401,"230070508000006, 230070508000010, 230070508000002, 230070508000009, 230070508000007, 230070508000004, 230070508000008, 230070508000005, 230070512000003, 230070505000016, 230070505000022, 230070512000002, 230070512000004, 230070505000013, 230070505000015, 230070515000002, 230070515000004, 230070515000001, 230070508000001, 230070505000011, 230070515000003, 230070515000005, 230070505000014, 230070505000004, 230070505000017, 230070508000003, 230070508000012, 230070508000011, 230070505000012, 230070512000001, 230070525000003, 230070525000004",Registro," O evento foi causado por uma forte Tempestade Local/Convectiva - Chuvas Intensas onde veio a atingir 77.4 mm segundo órgão competente (SEMACE), a danificar diversas e ruas e avenidas, como também casa de moradores dos Bairros, onde constatamos inundações em 3 casas, sendo 2 no Bairro do estádio e a outra no bairro Regis Diniz, as ruas de todo o município foram danificas e algumas ficaram intransitáveis, e os que se arriscaram passar nas mais danificadas teve que arcar com prejuízos particulares, já no centro comercial da cidade a rede de esgoto causou uma cratera de aproximadamente 15 metros de cumprimento e 5 de largura com profundidade considerável para caber uma carro, afetando assim cerca de 10 mil transeuntes como também o trafego de veículos que pro ali passam diariamente, de acordo com relatório fotográfico principal via de acesso a bancos e órgão públicos ficou interditada, Dessa vez foi Av. prefeito Jaques Nunes vizinho ao Banco do Brasil. população afetada direta e indiretamente chega uma estimativa de aproximadamente de 20 mil pessoas que trabalham e usa as via como acesso para seus trabalhos, já os desalojados soma precisamente 9 pessoas no total de 3 casas.",0,0,0,0,9,0,0,9,20000,"De a cordo com levantamento da Coordenadoria de Proteção e Defesa Civil, foram registrados 9 desalojados e cerca de 20 mil pessoas afetada diretamente como no setor comercial e indiretamente através do uso diário das via públicas que estão estragadas causando prejuízos e danos a veículos e pedestres ao trafegar no diaa dia aos seus trabalhos, os desalojados estão sendo assistidos pelas a equipe de saúde da família, como também as casas dos desalojados que ficaram danificadas e que perderam, móveis, eletro domestico, vestuários gêneros alimentícios. ",3,0,"23592,88",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",1,0,"759803,04","783395,91","a cidade em sua estrutura possui estação de tratamento somente de um lado, e em se tratar de um aclive e declive, o lado norte da cidade sofreu com a contaminação e rede de esgoto e bastante lixo, devido o desastre ser rápido e pegar de surpresa e antes da coleta do Rio Marinema e rio Palmeiras. este rio corre diretamente para as comunidade de Covão e Bom Jesus de cima e de Baixo e Remissão, estes usurários do dessas água.  ",,,,,,"os prejuízos foram devidamente coletados através de documentação como forma de comprovação, R$ 15.847,32 foram gastos com prejuízos causados pelas as fortes chuvas onde veio ocorre uma grande erosão na Avenida Prefeito Jaques Nunes n° 744, danificando a rede de esgoto, onde a Companhia de Água e Esgoto do Ceará teve que realizar Obras neste custo comforme prova documental em anexo, ja os danos causados as rua e Avenidas como todo, em forma de buracos em pavimentação em pedra tosca com rejuntamento e sem sem rejuntamento, como também reposição de capa de concreto asfáltico de esp. de 5 cm, dados de acordo com a engenharia de da Decretaria de Infra Estrutura, os prejuízos em valores foram de R$ 483.071,47.","0,00","0,00","24925,59","759803,04","0,00","0,00","0,00","0,00","0,00","0,00","0,00","784728,63","estes foram alguns  prejuízos privados  que foram nos informados através de declarações e documento contábil, no comércio do Sr. Olavo Barro, teve prejuízos considerais devido forte erosão na frente do mesmo, tendo que ser interditado para devidos reparos, causando diminuição do seu faturamento mensal no percentual de 35%, que chegaram no valor R$ 6.500,00 - Já no Shopping Ibiapaba os prejuízos e danos foram maiores, com os chegando no valor de 238.635,81, danos com pagamentos de mercadorias extraviadas de donos de loja que alugam ponto comerciais do Shopping, não estão inclusos, indenizações de danos morais, como também danos materiais, segundo prova documental anexa.","0,00","0,00","0,00","0,00","0,00","0,00","784728,63"
RS-F-4310603-14110-20230119,Itaqui,RS,Sul,20/01/2023,19/01/2023,14110,"4,00",Estiagem e Seca,Climatológico,4310603,"431060305000025, 431060305000030, 431060305000029, 431060305000021, 431060305000022, 431060305000024, 431060305000023, 431060305000019, 431060305000020, 431060305000018, 431060305000014, 431060305000013, 431060305000012, 431060305000016, 431060305000015, 431060305000036, 431060305000011, 431060305000027, 431060305000026, 431060305000028, 431060305000035, 431060305000009, 431060305000010, 431060305000007, 431060305000008, 431060305000006, 431060305000005, 431060305000001, 431060305000002, 431060305000031, 431060305000032, 431060305000004, 431060305000003, 431060305000034, 431060305000033, 431060312000002, 431060312000003, 431060340000003, 431060345000004, 431060340000002, 431060330000004, 431060330000003, 431060330000002, 431060345000005, 431060345000003, 431060345000002, 431060312000004, 431060305000017",Reconhecido,Toda população está diretamente afetada pela estiagem.,0,0,0,0,0,0,37363,37363,37363,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00","Em função da baixa precipitação de chuvas, observa-se no município, nos últimos anos, que os cursos de agua, mananciais, fontes e banhados estão diminuindo e até se exaurindo pela escassez hídrica, cliima muito seco, baixa umidade do ar.",,,,MAIS DE 20% DA POPULAÇÃO AFETADA,,"Até o momento o municipio dispendeu 24.500,00 diretamente para abastecimento de agua potavel as familias afestadas.","0,00","26181,27","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","26181,27","Os prejuízos econômicos privados elencados na agricultura, conforme os relatórios que acompanham o presente, são diretamente decorrentes pela escassez hídrica.Tais prejuízos  já aportam em forte compromentimeno econômico no setor privado, o que gera prejuízos a toda comunidade e ao município em arrecadação tributária.","181226337,51","200366,89","0,00","0,00","0,00","181426704,40","181452885,68"
TO-P-1711902-14131-20100818,Lagoa da Confusão,TO,Norte,18/08/2010,18/08/2010,14131,"6,00",Incêndio Florestal,Climatológico,1711902,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
PI-D-2203750-14120-19980327,Fartura do Piauí,PI,Nordeste,27/03/1998,27/03/1998,14120,"4,00",Estiagem e Seca,Climatológico,2203750,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
RS-F-4302600-13214-20231117,Braga,RS,Sul,24/11/2023,17/11/2023,13214,"13,00",Chuvas Intensas,Hidrológico,4302600,"430260005000005, 430260005000004, 430260005000011, 430260005000012, 430260005000010, 430260005000009, 430260005000008, 430260010000004, 430260010000003, 430260010000002, 430260010000001, 430260005000003, 430260005000001, 430260005000002, 430260005000006, 430260005000007",Reconhecido,"Conforme laudo da assistência social, o evento atingiu toda a área do município, rural e urbana, afetando aproximadamente 925 famílias, 3.702 habitantes. Deste número de afetados, vale destacar que 110 famílias, 440 habitantes tiveram um dano mais severo, sendo que 50 famílias, 200 pessoas tiveram suas residências alagadas e as outras 60 famílias tiveram seu cesso aos serviços públicos como saúde, educação e comércio geral interrompidos devido aos bloqueios das vias rurais. Os demais habitantes sofreram com a falta de energia e os alunos tiveram as aulas canceladas da rede pública  municipal.",0,0,0,0,0,0,0,0,3702,"Conforme laudo da Engenharia o evento trouxe grandes danos/prejuízos para o município, sendo eles: 50 unidades habitacionais, 01 instalação pública de ensino, 02 instalações públicas prestadoras de outros serviços e 10 obras de infraestruturas públicos (03 pontilhões, 07 bueiros e aproximadamente 120 km de estradas rurais).",0,0,"213724,68",0,50,"0,00",0,0,"32058,70",0,1,"34195,95",0,2,"0,00",0,10,"2336010,79","2615990,12",Os danos ambientais recorrem das erosões do solo causados pelas fortes enxurradas e alagamentos.,DE 0% A 5% DA POPULAÇÃO AFETADA,,,,,"Conforme laudo da secretaria de administração o município até o momento já gastou o valor aproximado de R$ 6.900,00 em limpeza urbana e recolhimento e destinação do lixo. Somam-se a este valor conforme laudo da engenharia, os danos/prejuízos nas estradas, bueiros, pontilhões e uma instalação de ensino o valor aproximado de R$ 2.216.000,00.","0,00","0,00","0,00","7373,50","0,00","0,00","0,00","2336010,79","0,00","0,00","32058,70","2375442,99","Conforme laudo da Emater os prejuízos/danos na agricultura aproximam-se de 11.694.100,00 e na pecuária R$ 387.000,00 totalizando o valor de R$ 12.081.100,00.","12496589,09","413557,26","0,00","0,00","0,00","12910146,35","15285589,34"
RS-F-4307831-12200-20151224,Eugênio de Castro,RS,Sul,30/12/2015,30/12/2015,12200,"2,00",Enxurradas,Hidrológico,4307831,"430783105000005, 430783105000006, 430783105000002, 430783105000007, 430783105000004, 430783105000003",Registro,"Devido a enchente do Rio Ijuizinho que inundou as margens de lavouras, também afetou e invadiu 03 (tres) residências familiares totalizando 14 pessoas,  onde estes moradores tiveram suas casas invadidas pelas aguas tendo que  abandonar as residências por  vários  dias , os quais foram se abrigar com  familiares e vizinhos, tendo perdas e estragos.",0,0,0,14,0,0,0,14,0,"Danos causados em três residências  devido a inundação pela enchente do rio Ijuizinho, localizadas na localidade de Rincão dos Carneiros, necessitando de reparos, concertos , pintura.
. Quanto a obras de  Infra-estrutura publica, temos estrago e reparos a serem realizado com urgência em  60 pontes com bueiros de acesso as propriedades;  10 pontilhões  em diversas localidades;  reparos de 02 pontes( guardas de segurança e acesso)., 
Prejuizos  publicos  a serem  reconstituídos  com urgência em reparos e concertos em torno de 120 quilômetros do total de 580 quilômetros  de  estradas e acessos as propriedades  praticamente intransitáveis necessitando de reparos com encascalhamento/saibro, retirada de entulhos, desassoreamento e demais trabalhos  para recuperação  das  estradas  de todo o interior  do município com equipamentos pesados como patrola, retroescavadeira, carregadeira  e caminhões caçamba  para transporte de  materiais e cascalhos/saibros  para   recomposição, estruturas  estas  danificadas prejudicando a  trafegabilidade e transporte da produção.",3,0,"11617,96",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"58310,54",72,0,"813257,12","883185,61","Existem danos  ambientais relacionados com a contaminação de nascentes e vertentes de agua que estavam alagados, assoreamento de lajeados  causados pela Erosão e lixiviamento do solo, destruição e estragos da vegetação e infraestrutura  das propriedades em Áreas de Preservação Permanente",,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","As áreas afetadas pela enxurrada atingiram toda a área rural do município, causando  danos  e perdas nas culturas de soja, milho, pastagens  implantados, prejudicando o desenvolvimento, destruição, replantios,  ersosão e lixiviação do solo e ainda  enchente  com inundação  com perdas   totais das culturas e  de produtividade nas culturas  de soja, milho e pastagens em áreas que margeiam as margens do rio Ijuizinho, totalizando em torno de 900 hectares , sendo destes 400 hectares de soja, 50 hectares de milho e o restante áreas de pastagens com perdas de produtividade de leite do rebanho bovino de leite, onde também  estima ¿se perdas significativas de produtividade na bacia  leiteira nos últimos 60 dias em torno de 20 porcento , além das perdas por falta de transporte e acesso as propriedades. Em relação as demais áreas com estas culturas  e principalmente a soja,  já existem perdas  de produtividade, mas porém ainda  não definidas e estimadas devido ao período de desenvolvimento da  cultura. ","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
PB-A-2500734-14120-20000701,Amparo,PB,Nordeste,01/07/2000,01/07/2000,14120,"4,00",Estiagem e Seca,Climatológico,2500734,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"5847041,91","0,00","0,00","0,00","0,00","5847041,91","5847041,91"
ES-A-3204609-12200-20001217,Santa Teresa,ES,Sudeste,17/12/2000,17/12/2000,12200,"2,00",Enxurradas,Hidrológico,3204609,,Registro,,2,22,13,150,1500,0,0,1687,0,,1400,27,"21914225,84",0,0,"0,00",2,0,"121813,37",0,0,"0,00",0,0,"0,00",10,2,"11779353,19","33815392,40",,,,,,,,"21926407,18","15226,67","10963203,59","60906,69","0,00","334986,78","2070827,34","4348737,42","0,00","0,00","0,00","39720295,67",,"7186989,02","840512,28","1522667,17","0,00","32219637,21","41769805,67","81490101,34"
RS-F-4305702-14110-20200331,Condor,RS,Sul,15/04/2020,15/04/2020,14110,"4,00",Estiagem e Seca,Climatológico,4305702,"430570205000007, 430570205000006, 430570205000005, 430570205000015, 430570205000010, 430570205000011, 430570205000009, 430570205000008",Reconhecido,"Conforme relatório da Secretaria Municipal da Assistência Social, toda a população da área rural encontra-se afetada pela estiagem, aproximadamente 3.000 pessoas.",0,0,0,0,0,0,3000,3000,3000,Não há danos.,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00","Conforme relatório da Secretaria Municipal da Assistência Social, toda a área rural encontra-se afetada pela estiagem. bem como a sua população.",,,,,,"Conforme relatório da Secretaria Municipal da Agricultura e Desenvolvimento Rural, os gastos com abastecimento de água potável foi de R$ 5.820,00.","0,00","7437,27","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7437,27","Conforme laudo da Emater, os prejuízos na Agricultura somam R$ 50.685.432,50, sendo R$ 44.029.440,00 no Soja, R$ 6.615.000,00 no milho, R$ 6.500,00 no feijão 1º safra e R$ 34.492,50 feijão 2º safra, e na Pecuária R$ 16.984.880,70, sendo R$ 1.864.880,70 no  leite e R$ 15.120.000,00 no milho silagem.","64770000,73","21704672,94","0,00","0,00","0,00","86474673,67","86482110,94"
PI-F-2203354-14110-20200615,Dirceu Arcoverde,PI,Nordeste,17/06/2020,17/06/2020,14110,"4,00",Estiagem e Seca,Climatológico,2203354,"220335405000009, 220335405000007, 220335405000008, 220335405000012, 220335405000010, 220335405000006, 220335405000002, 220335405000011, 220335405000001, 220335405000005, 220335405000004, 220335405000003",Reconhecido,"A POPULAÇÃO DO MUNICÍPIO AFETADA DIRETA OU INDIRETAMENTE PELO DESASTRE FORAM 218 FAMÍLIAS, HAJA VISTA QUE PARCIALMENTE A POPULAÇÃO VIVE PRATICAMENTE DA AGRICULTURA DE SUBSISTÊNCIA E DA PECUÁRIA QUE TIVERA, ELEVADOS ÍNDICES DE PERDAS.",0,0,0,0,0,0,654,654,654,"DADO A ESTIAGEM OS POÇOS E AÇUDES PÚBLICOS NÃO RECUPERARAM A SUA CAPACIDADE DE ACUMULAÇÃO DAGUA E EXAURIMENTO
HÍDRICO PROVOCADO PELA ESCASSEZ DE CHUVAS E ALTAS TEMPERATURAS COMPROMETEM O ATENDIMENTO A COMUNIDADE
CAUSANDO DESABASTECIMENTO DE ÁGUA PARA AS PESSOAS E OS ANIMAIS
",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00","EM CONSEQUÊNCIA DA DA REDUZIDA PRECIPITAÇÃO PLUVIOMÉTRICA REGISTRADA NO PERÍODO DE 2019 ATE O PRESENTE MOMENTO
OS MANANCIAIS NÃO FORAM REPOSTOS E A ALTA TEMPERATURA TEM CONTRIBUI DO PARA O AGRAVAMENTO DO EXAURIMENTO
HÍDRICO. ONDE 218 FAMÍLIAS SOFREM DIRETAMENTE COM ESSE DESASTRE. ",,,,,,"COM A ESTIAGEM ALEM DE NAO TER SIDO REPOSTO O VOLUME DE ÁGUAS E BARRAGENS OBSERVA-SE TAMBÉM O EXAURIMENTO DO
LENÇOL FREÁTICO CESSANDO Á AGUA NOS POÇOS ARTESIANOS SURGINDO AI A NECESSIDADE DO SETOR PUBLICO ATENDER COM
AGUA POTÁVEL PARA AS PESSOAS, ADEMAIS DADO O EXCESSIVO TRABALHO DAS BOMBAS NO PERÍODO AS MESMAS QUEIMAM COM
MAIS FREQUÊNCIA.","0,00","222990,41","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","222990,41","COM AS ESCASSEZ DE CHUVAS COMPROMETE A PRODUÇÃO DA AGRICULTURA FAMILIAR E DA PECUÁRIO CAUSANDO IMENSO PREJUÍZO
AOS AGROPECUARISTAS","169319,36","221073,58","0,00","0,00","0,00","390392,94","613383,35"
MA-A-2104206-12200-20090501,Fortuna,MA,Nordeste,01/05/2009,01/05/2009,12200,"2,00",Enxurradas,Hidrológico,2104206,,Reconhecido,,0,0,0,232,839,0,0,1071,2557,,156,45,"2598437,63",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,1,"5083899,72","7682337,35",,,,,,,,"9281,47","35583,92","0,00","18325,72","0,00","0,00","0,00","391423,15","0,00","0,00","63665,57","518279,84",,"735401,07","0,00","29653,27","0,00","0,00","765054,34","1283334,18"
RS-P-4319158-14110-20050222,São Miguel das Missões,RS,Sul,22/02/2005,22/02/2005,14110,"4,00",Estiagem e Seca,Climatológico,4319158,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
RJ-F-3301801-13214-20220320,Engenheiro Paulo de Frontin,RJ,Sudeste,24/03/2022,20/03/2022,13214,"13,00",Chuvas Intensas,Hidrológico,3301801,"330180110000010, 330180105000004, 330180105000005, 330180105000008, 330180105000006, 330180105000002, 330180105000001, 330180105000007, 330180110000008, 330180110000001, 330180110000006, 330180105000011, 330180105000003, 330180105000009, 330180105000010, 330180105000014",Registro,"A RJ 129 ficou interditada das 02:00h da manha do dia 21/03/2022 ate aproximadamente as 16:00 do mesmo dia deixando a população de Forntin, Miguel Pereira, Vassouras e outros municípios e estados sem passagem neste período, provocando assim dias perdidos de serviços e outros assuntos a serem resolvidos pelos transeuntes da RJ que faz ligação a vários locais. O número de outros afetados esta estimado pelo motivo desta RJ ter ficado muito tempo interditada.",0,0,0,0,0,19,0,19,5000,"Estrada RJ 129 ocorreu romptura do talude no bairro Aguada proximo a granja RIca trafégo em meia pista.
Estrada Rj 127 ocorreu romptura do talude no bairro Alto do Chafre proximo ao restaurante Copo de Leite. 
Rua Irineu vicente de Souza queda do talude interditando novamente a rua no bairro do Matadouro.
Rua eduardo Gondin  queda parcial da rua interditando novamento todo o bairro do Gondin.
Rua A no bairro do Lago Azul interditada para veiculos novamente ate que se faça um outro paliativo.",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",5,0,"0,00","0,00",,DE 0% A 5%,,DE 0% A 5%,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
